query	target	pident	ug_alnlen	y_true
P95468	P00509	45.2	391	1
P54150	Q9UJ68	39.5	191	1
P22073	P54818	8.8	274	1
Q13946	Q9QXQ1	58	438	1
P18485	Q06402	65.1	476	1
P15848	P34059	26.4	443	1
P26841	P43886	17.2	107	1
O08557	O94760	93.3	285	1
P45850	P15290	96	200	1
P81535	O58885	80.1	348	1
O70370	P25774	73.4	331	1
Q02750	Q63980	97.7	393	1
P33402	P19686	49	670	1
Q9NSD9	O73984	28.4	549	1
P11214	P00750	80	558	1
P54839	P54874	60.8	439	1
P26769	Q08462	95.3	1086	1
P42574	P70677	86.6	277	1
P70698	P28274	56.7	566	1
P04191	O55143	84.3	994	1
P23545	P35164	27	538	1
P22337	P22243	86.3	396	1
P61495	P37412	48.7	344	1
P14604	P30084	86.8	290	1
P08922	P07332	41.3	264	1
P00654	P00651	30	99	1
Q9ZBQ7	Q9X0I6	39.9	226	1
P15623	Q60182	17.3	400	1
Q61205	Q29460	94.4	231	1
P00693	P06279	19.2	394	1
O88502	O60658	79	822	1
Q12178	O67050	22.6	134	1
P77488	Q38854	47.2	603	1
P47739	P30838	80.3	453	1
P16406	P15144	34.2	917	1
P00367	P26443	97.8	558	1
O58801	P52429	10.7	198	1
P39664	P23545	26.6	365	1
P18912	P00560	49	392	1
Q04750	P11387	97	765	1
P17443	Q01330	16	318	1
P13721	Q64685	94	403	1
P56690	P41972	28.9	820	1
P13196	P22557	55.7	553	1
P37251	P17597	45.3	566	1
P32378	P32166	13.6	277	1
P51545	P51541	76.7	353	1
Q07661	P15531	60.1	147	1
P26440	P12007	89.9	421	1
P05373	P13716	52.4	328	1
P08709	P00742	37.5	413	1
P54965	Q13510	13.8	209	1
P21266	P46439	71.8	217	1
P54818	O02791	82.5	677	1
O15382	P54687	56.1	383	1
O15075	P11275	39.3	284	1
P48776	P21643	96.3	406	1
P70496	Q13393	90.6	1074	1
P11446	P23247	19.2	282	1
P0A6L0	Q9Y948	22.3	219	1
P07378	P18912	46.2	391	1
P09099	P19367	8.2	301	1
Q49605	P11558	72.8	549	1
Q16831	P12758	21.9	223	1
P08183	P12866	25.1	1217	1
P17811	P09169	47.6	309	1
P49759	O35493	79.2	479	1
P17752	P70080	85.8	444	1
P32170	P12851	12.8	357	1
P52903	P08559	47	380	1
P15651	P12007	35.4	405	1
P29350	Q06124	54.4	587	1
P32660	P98200	32.4	1096	1
Q14642	P32019	14.7	270	1
P15309	P24031	13	329	1
O95622	Q04400	95.4	1259	1
Q51344	P0A9Q9	69.2	366	1
P13264	O94925	94	666	1
O59952	O42807	26.6	260	1
P09646	P00651	52.2	129	1
Q9V2F4	O57861	87.2	1430	1
P29853	P53051	7.3	391	1
P29509	Q39243	62.7	312	1
O35831	P48609	55.3	284	1
P00943	P0A858	40	249	1
P13653	Q42536	71.4	387	1
P52097	P37563	23.1	417	1
P07288	P06870	60.3	261	1
Q60759	Q92947	86.3	435	1
P42787	P15169	42.8	379	1
P47190	P33775	31.5	665	1
P16870	Q00493	96.6	476	1
P24300	P15587	94.3	387	1
O09174	P70473	89.5	381	1
P10724	P94494	42.1	377	1
P87355	O00746	63.3	173	1
O87703	P49421	49.6	657	1
Q29460	Q61205	94.4	231	1
O48741	Q01289	77.9	396	1
Q06278	P48034	86.8	1338	1
P00442	P00441	81.8	152	1
Q16850	Q64654	93.4	503	1
P23469	P10586	42.5	641	1
P52878	Q59196	18.5	332	1
O35543	O73888	69.8	199	1
P21642	P07379	65.1	603	1
P21964	P12999	8	178	1
Q01330	P31922	10.3	364	1
P20070	P00387	87	301	1
