query	target	pident	ug_alnlen	y_true
P46849	O00442	31	336	1
P98200	Q9NTI2	94.5	1144	1
Q9UKK3	P09874	20	535	1
P33775	O13898	32.9	702	1
P36888	P05532	29.4	901	1
O26010	P54455	17.6	152	1
P31551	P14604	32.3	253	1
P00189	P05108	72.7	520	1
P29465	P19449	10.7	320	1
Q12053	P22367	21.2	1121	1
P49012	P06181	90.8	351	1
P21980	Q08188	37.1	677	1
O66949	P15640	53.5	419	1
Q06902	P00798	66.5	311	1
P00381	Q54801	33.5	161	1
P22983	Q39734	55.4	866	1
P55859	P00491	86.5	289	1
P09620	P16675	23	419	1
P38561	P14656	94.3	356	1
P51854	P29401	59.5	577	1
Q59517	P28585	42.1	285	1
Q9UWU1	O66615	33.6	113	1
Q58037	Q58407	27.3	273	1
Q9ULW8	Q9UM07	55.6	655	1
P04062	P17439	86.4	515	1
P00798	Q06902	66.5	311	1
P56818	P56817	96.4	501	1
P27487	P22411	88.3	766	1
Q9Y463	Q9Z188	97.2	629	1
P10799	P14377	19	403	1
Q28824	P29294	87.3	1145	1
P47197	Q16513	44.9	349	1
P55789	Q63042	72.8	197	1
Q01289	Q42536	80.5	398	1
Q9V1A5	P48567	15.1	203	1
P53702	P53701	84.1	268	1
P42371	P05523	35.8	265	1
P22887	P15531	62.2	150	1
P56542	O62855	72.5	351	1
O59570	P37981	53.7	175	1
P25774	O70370	73.4	331	1
Q58723	P17743	11.5	185	1
P11073	P39116	19.2	323	1
P22057	O09114	88.8	179	1
O00408	Q01062	92.2	910	1
P0A9J6	P30235	20.5	299	1
Q9T0P4	Q43155	84.4	1515	1
P32397	P56601	27.7	445	1
P75820	P81717	22.4	132	1
P11214	P00750	80	558	1
O55143	P04191	84.3	994	1
P31373	P32929	49.5	385	1
Q9LF79	P20020	39.1	949	1
P07288	P06870	60.3	261	1
P54455	O26010	17.6	152	1
Q9RZA4	Q55168	33.3	700	1
P20594	P16066	61	1035	1
O95498	O95497	63.7	493	1
P17054	P21685	41.4	483	1
P53004	P46844	83.1	295	1
P95690	P13382	16	774	1
P21396	Q64133	94.8	526	1
P0A6L0	Q9Y948	22.3	219	1
P07511	P34896	92.1	483	1
