query	target	bits	fident	alnlen	lddt	ttmscore	alntmscore	cigar	query_ec	target_ec	ungapped_alnlen	ec_match
Q50837	Q50837	1192	1.0	136	1.0	1.0	1.0	136M	3.5.4.19	3.5.4.19	136	True
Q53591	Q53591	9160	1.0	984	1.0	1.0	1.0	984M	4.2.2.1	4.2.2.1	984	True
Q53591	Q54873	5089	0.487	999	0.8757	0.8264	0.8264	49M1D6M1I119M1I56M1I132M2I342M18I4M3D51M1I33M1I51M1I39M2I4M2D63M9D7M	4.2.2.1	4.2.2.1	956	True
Q53591	P47096	66	0.101	206	0.2513	0.1972	0.1972	21M1I4M3D6M1I2M1I19M1I6M1I5M5I2M3I10M1I7M7I5M9I3M43I4M3D33M	4.2.2.1	1.13.11.6	127	False
Q53591	P00736	62	0.085	280	0.2477	0.08599	0.08599	12M24I10M3I8M15I18M3D15M2I7M4I12M4I6M6D6M1I3M12D8M3I4M6D11M15D3M12D9M8I15M6I2M1I6M	4.2.2.1	3.4.21.41	155	False
Q54873	Q54873	9515	1.0	1066	1.0	1.0	1.0	1066M	4.2.2.1	4.2.2.1	1066	True
Q54873	Q53591	5104	0.492	982	0.8904	0.8923	0.8923	48M1I6M1D119M1D56M1D132M2D342M18D4M3I51M1D33M1D51M1D39M2D4M2I63M	4.2.2.1	4.2.2.1	948	True
Q54873	P47096	65	0.097	205	0.2409	0.1983	0.1983	21M1I4M3D6M1I2M1I19M1I6M1I5M8I12M1I7M7I5M8I3M9I1M23I1M7I21M4I4M4D9M	4.2.2.1	1.13.11.6	126	False
Q54873	P00736	64	0.085	303	0.2844	0.08418	0.08418	4M2I6M8I13M25I11M5I2M11I6M2I18M3D15M2I7M4I12M4I6M6D6M1I3M12D8M3I4M6D10M16D3M12D9M8I15M6I2M1I6M	4.2.2.1	3.4.21.41	166	False
Q54873	Q07538	55	0.151	152	0.377	0.0759	0.0759	9M9D43M5D5M4I2M1D13M2D2M1I1M1I6M7D14M6D7M3D1M3I7M	4.2.2.1	2.7.11.1	110	False
Q54873	O09159	43	0.089	492	0.2102	0.09524	0.09524	5M1D19M13D9M26I2M3D3M2D2M4D2M2I6M3D10M9I2M3I5M7I4M5I23M2D10M2D6M1I15M1D7M7D3M7D14M2I10M8I6M18D4M4D18M7D4M5D7M4D9M4D1M8I6M26I9M5I7M3D5M3D6M6D10M2D4M7D7M8D14M	4.2.2.1	3.2.1.24	274	False
Q54873	P00864	32	0.109	455	0.1934	0.06412	0.06412	19M4I16M6I6M3I8M2D12M9D6M1I13M1D5M5I4M2I4M9I3M17D1M10D11M3D16M13D6M18I6M2D4M8D31M3D4M13I8M1D9M8I24M4I2M2D14M3D6M7D4M2D7M7D12M7D3M2I14M3I2M	4.2.2.1	4.1.1.31	280	False
Q54873	Q29451	252	0.07	494	0.2057	0.09645	0.09645	26M13D9M26I2M3D3M2D2M4D2M2I6M3D10M9I2M3I5M7I4M5I23M2D10M2D6M1I15M1D7M7D3M7D14M2I10M8I6M18D5M4D17M7D4M5D8M4D8M4D1M8I6M26I9M5I7M3D5M1D2M2D4M6D10M2D4M7D7M8D15M	4.2.2.1	3.2.1.24	277	False
Q54873	Q16288	58	0.137	138	0.3819	0.03073	0.03073	24M3I25M1I7M1D12M9I3M3D3M6I8M6D4M4D3M1D15M	4.2.2.1	2.7.10.1	104	False
Q64521	Q64521	6340	1.0	727	1.0	1.0	1.0	727M	1.1.5.3	1.1.5.3	727	True
Q64521	P35571	5609	0.955	713	0.9612	0.9425	0.9425	713M	1.1.5.3	1.1.5.3	713	True
Q64521	P43304	5490	0.932	727	0.9669	0.9038	0.9038	727M	1.1.5.3	1.1.5.3	727	True
Q64521	P32009	196	0.14	520	0.3429	0.3989	0.3989	36M4I9M5D15M11I4M4I3M33I3M3I6M19D8M5I6M6I36M6I3M1I25M3I11M2D14M3D8M2D3M2D4M4I6M2D7M3I5M9D2M5I14M3I5M3I14M9I3M5I8M5D4M2D16M5D7M3I11M5I10M3I4M2I11M2I20M	1.1.5.3	1.14.13.180	341	False
